task_id,image0,image1,winner,user
3937,152,201,0,paul
3938,138,164,0,paul
3939,146,204,1,paul
394,131,137,0,paul
3940,137,154,1,paul
3941,126,175,1,paul
3942,194,203,0,paul
3943,131,170,0,paul
3944,146,164,0,paul
3945,167,214,0,paul
3946,122,194,1,paul
3947,170,176,0,paul
3948,129,214,0,paul
3949,124,188,1,paul
395,136,147,0,paul
3950,150,187,0,paul
3951,197,128,0,paul
3952,145,211,0,paul
3953,212,182,0,paul
3954,165,213,1,paul
3955,123,157,1,paul
3956,139,213,0,paul
3957,122,160,1,paul
3958,193,215,1,paul
3959,126,213,1,paul
396,157,181,0,paul
3960,206,220,0,paul
3961,156,165,0,paul
3962,153,211,0,paul
3963,156,175,0,paul
3964,220,205,1,paul
3965,171,183,1,paul
3966,123,137,0,paul
3967,130,145,1,paul
3968,199,207,1,paul
3969,140,157,1,paul
397,179,215,0,paul
3970,132,175,1,paul
3971,134,176,1,paul
3972,141,214,0,paul
3973,211,144,1,paul
3974,197,213,0,paul
3975,143,165,1,paul
3976,178,198,1,paul
3977,133,185,0,paul
3978,159,178,1,paul
3979,171,179,1,paul
398,159,182,0,paul
3980,154,203,0,paul
3981,127,164,1,paul
3982,207,199,0,paul
3983,158,168,1,paul
3984,161,220,0,paul
3985,136,162,0,paul
3986,163,212,1,paul
3987,173,218,0,paul
3988,183,214,0,paul
3989,188,128,1,paul
399,141,198,1,paul
3990,183,216,0,paul
3991,128,148,0,paul
3992,133,186,0,paul
3993,122,220,0,paul
3994,215,133,1,paul
3995,132,133,1,paul
3996,156,162,0,paul
3997,122,205,1,paul
3998,130,148,1,paul
3999,145,213,1,paul
4,194,216,0,paul
40,195,204,1,paul
400,128,152,0,paul
4000,183,205,0,paul
4001,127,207,1,paul
4002,159,203,0,paul
4003,156,126,0,paul
4004,137,161,1,paul
4005,153,199,1,paul
4006,173,203,0,paul
4007,122,146,1,paul
4008,148,171,1,paul
4009,127,190,1,paul
401,126,182,0,paul
4010,140,213,1,paul
4011,203,189,1,paul
4012,171,185,1,paul
4013,181,199,1,paul
4014,133,216,0,paul
4015,137,168,1,paul
4016,143,212,1,paul
4017,177,199,0,paul
4018,146,130,0,paul
4019,182,199,1,paul
402,213,215,0,paul
4020,134,153,0,paul
4021,148,153,0,paul
4022,161,205,0,paul
4023,181,213,1,paul
4024,166,184,0,paul
4025,170,203,0,paul
4026,215,219,0,paul
4027,220,161,1,paul
4028,148,206,0,paul
4029,174,136,1,paul
403,131,138,0,paul
4030,150,189,1,paul
4031,194,204,0,paul
4032,135,137,0,paul
4033,136,164,1,paul
4034,131,160,1,paul
4035,128,216,0,paul
4036,203,209,1,paul
4037,154,204,0,paul
4038,178,214,0,paul
4039,138,145,0,paul
404,133,198,1,paul
4040,149,181,1,paul
4041,190,159,0,paul
4042,133,203,0,paul
4043,198,209,0,paul
4044,176,203,0,paul
4045,169,179,1,paul
4046,186,194,1,paul
4047,173,199,0,paul
4048,158,147,1,paul
4049,122,164,1,paul
405,127,151,1,paul
4050,219,162,0,paul
4051,132,182,0,paul
4052,169,214,0,paul
4053,130,210,1,paul
4054,180,163,1,paul
4055,219,129,0,paul
4056,215,197,1,paul
4057,124,157,0,paul
4058,194,211,0,paul
4059,177,185,1,paul
406,153,163,1,paul
4060,160,207,0,paul
4061,130,136,1,paul
4062,140,194,1,paul
4063,181,198,1,paul
4064,140,177,1,paul
4065,182,214,0,paul
4066,190,158,0,paul
4067,127,147,1,paul
4068,176,134,0,paul
4069,158,144,1,paul
407,132,219,1,paul
4070,124,166,1,paul
4071,177,160,1,paul
4072,173,209,1,paul
4073,135,204,0,paul
4074,186,192,1,paul
4075,121,128,1,paul
4076,137,217,1,paul
4077,215,185,1,paul
4078,166,193,0,paul
4079,129,187,0,paul
408,138,180,0,paul
4080,152,174,0,paul
4081,220,162,1,paul
4082,129,142,0,paul
4083,193,121,1,paul
4084,174,149,0,paul
4085,212,204,1,paul
4086,170,212,0,paul
4087,212,208,1,paul
4088,162,163,0,paul
4089,144,205,0,paul
409,204,212,0,paul
4090,146,192,1,paul
4091,130,188,1,paul
4092,147,185,1,paul
4093,139,196,0,paul
4094,161,178,1,paul
4095,190,174,0,paul
4096,159,188,1,paul
4097,142,177,1,paul
4098,199,206,1,paul
4099,176,218,0,paul
41,122,130,0,paul
410,129,152,1,paul
4100,181,183,1,paul
4101,133,142,0,paul
4102,144,183,1,paul
4103,122,189,1,paul
4104,161,212,0,paul
4105,130,152,1,paul
4106,187,209,1,paul
4107,161,173,0,paul
4108,200,211,1,paul
4109,139,216,0,paul
411,153,180,0,paul
4110,127,181,0,paul
4111,197,189,0,paul
4112,201,219,1,paul
4113,157,200,0,paul
4114,191,209,1,paul
4115,132,220,0,paul
4116,144,146,1,paul
4117,192,216,0,paul
4118,132,152,1,paul
4119,209,143,0,paul
412,131,167,0,paul
4120,186,205,1,paul
4121,135,211,0,paul
4122,140,192,1,paul
4123,182,183,1,paul
4124,139,173,0,paul
4125,174,218,0,paul
4126,176,209,1,paul
4127,140,205,1,paul
4128,200,191,0,paul
4129,125,173,0,paul
413,133,182,0,paul
4130,145,212,1,paul
4131,163,199,0,paul
4132,145,208,1,paul
4133,133,168,0,paul
4134,150,174,0,paul
4135,213,192,1,paul
4136,177,126,0,paul
4137,209,212,0,paul
4138,156,206,0,paul
4139,150,205,0,paul
414,152,182,0,paul
4140,149,202,1,paul
4141,217,218,0,paul
4142,219,201,0,paul
4143,214,140,1,paul
4144,162,164,1,paul
4145,181,220,1,paul
4146,157,195,1,paul
4147,188,219,0,paul
4148,145,205,1,paul
4149,148,186,0,paul
415,187,212,1,paul
4150,184,149,0,paul
4151,140,155,1,paul
4152,218,176,1,paul
4153,135,178,0,paul
4154,147,192,1,paul
4155,128,163,0,paul
4156,135,132,0,paul
4157,130,211,0,paul
4158,157,162,0,paul
4159,122,150,1,paul
416,173,217,1,paul
4160,216,144,1,paul
4161,134,202,1,paul
4162,159,195,1,paul
4163,134,145,0,paul
4164,138,197,1,paul
4165,180,212,1,paul
4166,136,196,1,paul
4167,148,218,0,paul
4168,164,171,0,paul
4169,163,175,1,paul
417,159,206,1,paul
4170,168,188,1,paul
4171,138,192,1,paul
4172,144,160,1,paul
4173,210,220,1,paul
4174,149,171,1,paul
4175,161,171,0,paul
4176,125,208,1,paul
4177,123,194,1,paul
4178,204,207,0,paul
4179,155,185,1,paul
418,154,196,1,paul
4180,179,207,0,paul
4181,170,135,1,paul
4182,145,164,1,paul
4183,179,136,1,paul
4184,191,195,1,paul
4185,156,209,1,paul
4186,202,133,1,paul
4187,145,214,0,paul
4188,165,169,1,paul
4189,145,192,1,paul
419,150,212,0,paul
4190,122,153,0,paul
4191,152,181,0,paul
4192,146,166,1,paul
4193,183,197,0,paul
4194,138,218,0,paul
4195,152,125,0,paul
4196,122,123,1,paul
4197,190,159,0,paul
4198,158,179,1,paul
4199,141,219,1,paul
42,145,218,1,paul
420,141,149,0,paul
4200,215,175,0,paul
4201,209,216,0,paul
4202,145,207,1,paul
4203,129,180,0,paul
4204,131,163,0,paul
4205,157,206,0,paul
4206,151,180,0,paul
4207,186,203,1,paul
4208,168,187,0,paul
4209,211,170,1,paul
421,142,214,0,paul
4210,200,128,1,paul
4211,151,206,0,paul
4212,144,145,0,paul
4213,135,171,0,paul
4214,154,177,0,paul
4215,123,203,0,paul
4216,173,202,1,paul
4217,154,175,1,paul
4218,122,133,1,paul
4219,160,209,0,paul
422,122,151,1,paul
4220,141,158,1,paul
4221,145,140,1,paul
4222,184,205,0,paul
4223,150,196,1,paul
4224,137,163,0,paul
4225,155,163,0,paul
4226,135,180,0,paul
4227,126,158,1,paul
4228,184,218,0,paul
4229,185,198,1,paul
423,209,210,0,paul
4230,128,167,0,paul
4231,133,167,0,paul
4232,147,188,1,paul
4233,140,183,1,paul
4234,126,206,1,paul
4235,156,178,0,paul
4236,152,195,0,paul
4237,151,170,0,paul
4238,121,135,1,paul
4239,126,168,1,paul
424,161,209,1,paul
4240,154,169,0,paul
4241,162,200,0,paul
4242,196,213,0,paul
4243,140,218,0,paul
4244,153,156,1,paul
4245,142,145,1,paul
4246,145,158,1,paul
4247,204,211,0,paul
4248,149,196,1,paul
4249,138,194,0,paul
425,135,201,0,paul
4250,158,198,1,paul
4251,153,218,1,paul
4252,177,213,1,paul
4253,157,215,1,paul
4254,143,152,1,paul
4255,172,190,1,paul
4256,140,184,1,paul
4257,131,209,1,paul
4258,193,155,1,paul
4259,127,134,1,paul
426,164,175,0,paul
4260,136,159,0,paul
4261,126,174,1,paul
4262,206,199,0,paul
4263,177,142,0,paul
4264,124,199,0,paul
4265,125,130,0,paul
4266,156,173,0,paul
4267,138,149,0,paul
4268,214,157,1,paul
4269,130,219,1,paul
427,177,181,0,paul
4270,150,171,1,paul
4271,151,161,0,paul
4272,140,191,0,paul
4273,143,217,1,paul
4274,122,190,1,paul
4275,150,203,0,paul
4276,217,126,0,paul
4277,178,186,0,paul
4278,148,213,1,paul
4279,194,214,0,paul
428,178,213,0,paul
4280,161,211,0,paul
4281,188,194,0,paul
4282,152,161,0,paul
4283,207,152,1,paul
4284,173,216,0,paul
4285,146,182,0,paul
4286,189,204,1,paul
4287,179,218,0,paul
4288,149,191,1,paul
4289,213,126,0,paul
429,145,168,1,paul
4290,148,210,0,paul
4291,186,216,0,paul
4292,188,197,0,paul
4293,187,174,1,paul
4294,177,182,0,paul
4295,150,153,0,paul
4296,129,151,1,paul
4297,129,176,1,paul
4298,145,173,1,paul
4299,137,139,1,paul
43,184,143,0,paul
430,162,189,1,paul
4300,142,219,1,paul
4301,157,178,1,paul
4302,164,139,1,paul
4303,143,170,1,paul
4304,126,156,1,paul
4305,210,180,0,paul
4306,162,180,0,paul
4307,174,186,0,paul
4308,159,205,1,paul
4309,145,216,0,paul
431,148,219,1,paul
4310,127,166,1,paul
4311,132,207,1,paul
4312,125,181,0,paul
4313,151,205,0,paul
4314,121,153,0,paul
4315,209,215,0,paul
4316,207,210,0,paul
4317,146,173,0,paul
4318,139,127,0,paul
4319,190,127,0,paul
432,183,171,1,paul
4320,126,165,0,paul
4321,155,186,0,paul
4322,137,175,1,paul
4323,147,148,1,paul
4324,159,184,1,paul
4325,168,198,1,paul
4326,189,220,0,paul
4327,186,208,1,paul
4328,134,209,1,paul
4329,147,186,1,paul
433,174,205,1,paul
4330,153,203,1,paul
4331,146,190,0,paul
4332,165,179,1,paul
4333,172,197,1,paul
4334,155,192,1,paul
4335,202,134,0,paul
4336,131,177,0,paul
4337,151,198,0,paul
4338,140,159,1,paul
4339,147,154,1,paul
434,149,150,1,paul
4340,143,194,1,paul
4341,130,155,1,paul
4342,156,183,0,paul
4343,160,194,0,paul
4344,202,214,0,paul
4345,209,122,0,paul
4346,177,210,0,paul
4347,186,218,1,paul
4348,206,193,1,paul
4349,154,215,0,paul
435,128,177,0,paul
4350,168,172,0,paul
4351,172,166,1,paul
4352,176,121,0,paul
4353,198,207,0,paul
4354,123,192,1,paul
4355,188,211,0,paul
4356,173,179,1,paul
4357,148,177,1,paul
4358,147,153,0,paul
4359,134,141,0,paul
436,156,181,0,paul
4360,134,167,0,paul
4361,219,175,0,paul
4362,187,203,1,paul
4363,133,192,1,paul
4364,123,130,0,paul
4365,190,191,0,paul
4366,163,210,0,paul
4367,171,143,0,paul
4368,150,206,0,paul
4369,150,194,1,paul
437,153,157,1,paul
4370,167,149,0,paul
4371,169,171,1,paul
4372,202,219,1,paul
4373,128,130,0,paul
4374,136,185,1,paul
4375,126,155,1,paul
4376,189,209,0,paul
4377,121,194,1,paul
4378,171,194,1,paul
4379,125,179,1,paul
438,181,212,1,paul
4380,156,180,0,paul
4381,153,166,1,paul
4382,123,141,0,paul
4383,154,211,0,paul
4384,213,173,0,paul
4385,196,218,0,paul
4386,147,209,1,paul
4387,123,204,1,paul
4388,123,174,1,paul
4389,203,215,1,paul
439,165,198,1,paul
4390,172,186,0,paul
4391,196,209,0,paul
4392,200,127,0,paul
4393,175,209,1,paul
4394,153,173,1,paul
4395,182,216,0,paul
4396,166,190,0,paul
4397,130,160,1,paul
4398,179,194,0,paul
4399,151,157,0,paul
44,218,209,1,paul
440,135,149,0,paul
4400,158,206,0,paul
4401,123,125,0,paul
4402,129,137,0,paul
4403,170,177,0,paul
4404,165,191,0,paul
4405,149,167,1,paul
4406,154,210,0,paul
4407,146,158,0,paul
4408,166,217,0,paul
4409,179,181,0,paul
441,128,149,0,paul
4410,217,219,1,paul
4411,182,211,0,paul
4412,149,184,1,paul
4413,161,148,0,paul
4414,138,158,0,paul
4415,151,171,0,paul
4416,132,181,0,paul
4417,144,159,0,paul
4418,182,208,1,paul
4419,149,211,1,paul
442,151,153,0,paul
4420,132,198,1,paul
4421,136,216,0,paul
4422,184,208,0,paul
4423,171,137,0,paul
4424,167,175,1,paul
4425,147,168,1,paul
4426,158,199,0,paul
4427,121,171,0,paul
4428,140,144,1,paul
4429,127,210,1,paul
443,137,181,0,paul
4430,163,202,1,paul
4431,151,194,1,paul
4432,125,177,0,paul
4433,178,170,0,paul
4434,165,160,1,paul
4435,189,190,1,paul
4436,143,216,0,paul
4437,153,192,1,paul
4438,167,140,0,paul
4439,127,177,1,paul
444,181,197,1,paul
4440,174,181,0,paul
4441,128,171,0,paul
4442,123,195,1,paul
4443,122,127,0,paul
4444,136,211,0,paul
4445,167,170,1,paul
4446,130,193,1,paul
4447,126,212,1,paul
4448,129,208,1,paul
4449,129,178,1,paul
445,212,157,1,paul
4450,123,198,1,paul
4451,186,191,0,paul
4452,150,191,0,paul
4453,136,150,0,paul
4454,134,182,0,paul
4455,125,217,0,paul
4456,140,206,0,paul
4457,133,159,0,paul
4458,174,136,1,paul
4459,126,184,1,paul
446,158,177,1,paul
4460,124,135,1,paul
4461,136,173,0,paul
4462,143,183,1,paul
4463,163,173,1,paul
4464,171,218,0,paul
4465,195,131,0,paul
4466,171,217,1,paul
4467,213,198,1,paul
4468,138,155,0,paul
4469,185,170,0,paul
447,175,199,0,paul
4470,175,191,0,paul
4471,137,206,0,paul
4472,157,177,0,paul
4473,210,214,0,paul
4474,126,208,1,paul
4475,141,185,1,paul
4476,130,165,0,paul
4477,156,182,0,paul
4478,169,128,1,paul
4479,163,169,1,paul
448,132,179,1,paul
4480,142,204,1,paul
4481,187,193,1,paul
4482,142,178,1,paul
4483,198,217,0,paul
4484,131,155,0,paul
4485,125,220,0,paul
4486,154,189,1,paul
4487,140,210,0,paul
4488,123,218,0,paul
4489,147,180,0,paul
449,157,196,1,paul
4490,134,212,1,paul
4491,178,208,1,paul
4492,193,134,0,paul
4493,168,160,0,paul
4494,208,170,0,paul
4495,127,157,1,paul
4496,129,206,0,paul
4497,165,137,1,paul
4498,208,211,0,paul
4499,153,137,1,paul
45,165,210,1,paul
450,135,160,0,paul
4500,150,168,0,paul
4501,162,210,0,paul
4502,135,198,0,paul
4503,142,210,1,paul
4504,144,174,0,paul
4505,150,138,1,paul
4506,132,145,0,paul
4507,121,130,0,paul
4508,173,202,1,paul
4509,135,216,0,paul
451,123,177,1,paul
4510,126,193,1,paul
4511,136,209,1,paul
4512,146,218,0,paul
4513,137,149,0,paul
4514,176,192,1,paul
4515,216,220,1,paul
4516,157,133,1,paul
4517,186,189,1,paul
4518,127,206,1,paul
4519,154,171,0,paul
452,194,205,1,paul
4520,189,201,0,paul
4521,149,194,1,paul
4522,180,219,1,paul
4523,180,194,1,paul
4524,126,207,1,paul
4525,122,187,0,paul
4526,165,171,1,paul
4527,136,154,0,paul
4528,176,213,0,paul
4529,156,201,0,paul
453,174,184,1,paul
4530,148,197,1,paul
4531,126,157,1,paul
4532,134,215,1,paul
4533,161,188,1,paul
4534,142,175,1,paul
4535,123,133,1,paul
4536,148,214,0,paul
4537,197,217,0,paul
4538,142,155,1,paul
4539,218,164,1,paul
454,181,167,1,paul
4540,167,181,0,paul
4541,195,199,0,paul
4542,134,165,0,paul
4543,154,167,0,paul
4544,122,166,1,paul
4545,157,201,1,paul
4546,204,138,0,paul
4547,154,212,0,paul
4548,203,151,1,paul
4549,146,198,1,paul
455,151,192,1,paul
4550,204,210,0,paul
4551,172,198,1,paul
4552,150,208,1,paul
4553,143,198,1,paul
4554,183,201,0,paul
4555,156,177,0,paul
4556,147,217,1,paul
4557,129,213,1,paul
4558,176,191,0,paul
4559,205,134,0,paul
456,160,180,0,paul
4560,205,211,0,paul
4561,163,219,1,paul
4562,210,185,1,paul
4563,159,163,0,paul
4564,148,166,1,paul
4565,128,213,0,paul
4566,144,201,0,paul
4567,191,205,1,paul
4568,188,216,0,paul
4569,150,157,0,paul
457,162,188,1,paul
4570,144,168,0,paul
4571,125,143,0,paul
4572,192,203,0,paul
4573,190,194,0,paul
4574,211,156,1,paul
4575,144,161,0,paul
4576,208,213,0,paul
4577,126,185,1,paul
4578,181,193,1,paul
4579,122,183,1,paul
458,161,199,0,paul
4580,148,215,1,paul
4581,159,173,1,paul
4582,190,211,0,paul
4583,194,209,0,paul
4584,124,144,0,paul
4585,185,166,0,paul
4586,207,216,0,paul
4587,201,218,0,paul
4588,209,182,0,paul
4589,192,207,0,paul
459,148,158,0,paul
4590,185,191,0,paul
4591,184,204,0,paul
4592,132,177,0,paul
4593,202,137,0,paul
4594,191,214,1,paul
4595,174,176,1,paul
4596,137,195,1,paul
4597,171,187,0,paul
4598,146,176,1,paul
4599,164,168,0,paul
46,126,186,0,paul
460,140,164,1,paul
4600,125,150,1,paul
4601,148,201,1,paul
4602,200,220,1,paul
4603,135,218,0,paul
4604,211,187,0,paul
4605,178,187,0,paul
4606,164,199,0,paul
4607,129,185,1,paul
4608,206,210,0,paul
4609,159,218,0,paul
461,215,188,1,paul
4610,204,181,0,paul
4611,133,141,0,paul
4612,148,192,1,paul
4613,175,179,1,paul
4614,179,142,0,paul
4615,137,173,1,paul
4616,144,197,1,paul
4617,165,185,1,paul
4618,181,173,1,paul
4619,168,191,0,paul
462,152,189,1,paul
4620,128,169,0,paul
4621,141,142,0,paul
4622,157,218,0,paul
4623,185,189,1,paul
4624,152,218,0,paul
4625,185,130,0,paul
4626,125,166,1,paul
4627,173,205,1,paul
4628,200,189,1,paul
4629,129,209,1,paul
463,190,195,0,paul
4630,136,213,1,paul
4631,142,215,1,paul
4632,121,123,0,paul
4633,143,210,1,paul
4634,189,188,0,paul
4635,178,200,0,paul
4636,140,175,1,paul
4637,200,139,1,paul
4638,152,205,0,paul
4639,182,142,0,paul
464,141,160,1,paul
4640,138,147,0,paul
4641,134,218,0,paul
4642,151,189,0,paul
4643,134,193,1,paul
4644,136,155,0,paul
4645,193,207,0,paul
4646,132,210,0,paul
4647,122,155,1,paul
4648,205,154,1,paul
4649,166,201,0,paul
465,133,135,1,paul
4650,158,217,1,paul
4651,156,202,1,paul
4652,156,171,0,paul
4653,164,218,0,paul
4654,147,187,0,paul
4655,159,121,1,paul
4656,170,187,0,paul
4657,135,195,0,paul
4658,142,139,1,paul
4659,128,212,0,paul
466,193,217,1,paul
4660,146,193,0,paul
4661,164,177,0,paul
4662,165,202,1,paul
4663,188,201,0,paul
4664,158,167,1,paul
4665,130,170,1,paul
4666,202,213,0,paul
4667,144,148,0,paul
4668,145,121,1,paul
4669,154,180,0,paul
467,195,218,0,paul
4670,139,164,0,paul
4671,157,217,0,paul
4672,170,217,0,paul
4673,143,141,0,paul
4674,137,199,0,paul
4675,128,157,0,paul
4676,175,149,0,paul
4677,132,205,1,paul
4678,138,207,0,paul
4679,202,207,0,paul
468,143,208,1,paul
4680,201,217,1,paul
4681,145,165,1,paul
4682,181,192,1,paul
4683,171,172,0,paul
4684,158,163,0,paul
4685,180,209,1,paul
4686,167,189,1,paul
4687,136,217,1,paul
4688,208,165,0,paul
4689,139,200,0,paul
469,155,199,0,paul
4690,134,157,1,paul
4691,132,151,1,paul
4692,190,200,0,paul
4693,203,206,0,paul
4694,131,146,1,paul
4695,122,184,1,paul
4696,219,169,0,paul
4697,130,169,1,paul
4698,124,200,0,paul
4699,146,214,0,paul
47,201,202,1,paul
470,155,148,0,paul
4700,152,162,0,paul
4701,213,146,0,paul
4702,192,198,0,paul
4703,182,220,1,paul
4704,164,121,0,paul
4705,167,212,1,paul
4706,139,151,1,paul
4707,145,154,1,paul
4708,215,191,0,paul
4709,161,194,1,paul
471,179,193,0,paul
4710,166,189,0,paul
4711,198,161,0,paul
4712,152,214,0,paul
4713,150,152,0,paul
4714,196,217,0,paul
4715,190,154,1,paul
4716,132,217,1,paul
4717,124,148,0,paul
4718,146,203,0,paul
4719,144,187,0,paul
472,136,199,0,paul
4720,220,140,0,paul
4721,128,194,0,paul
4722,171,206,0,paul
4723,141,173,1,paul
4724,214,218,1,paul
4725,134,163,0,paul
4726,214,174,1,paul
4727,190,148,0,paul
4728,122,201,1,paul
4729,176,179,1,paul
473,131,219,1,paul
4730,190,206,0,paul
4731,189,205,0,paul
4732,136,204,0,paul
4733,169,218,0,paul
4734,126,216,0,paul
4735,177,195,1,paul
4736,163,190,1,paul
4737,212,126,0,paul
4738,184,191,0,paul
4739,134,179,1,paul
474,146,179,1,paul
4740,131,139,1,paul
4741,167,191,0,paul
4742,135,199,0,paul
4743,196,205,0,paul
4744,143,158,1,paul
4745,153,206,1,paul
4746,137,141,0,paul
4747,146,150,0,paul
4748,174,190,1,paul
4749,124,191,0,paul
475,132,199,0,paul
4750,130,149,0,paul
4751,132,192,1,paul
4752,152,174,0,paul
4753,172,128,1,paul
4754,123,202,1,paul
4755,148,163,0,paul
4756,131,198,1,paul
4757,169,154,1,paul
4758,199,208,1,paul
4759,163,132,1,paul
476,130,161,1,paul
4760,173,125,1,paul
4761,127,135,1,paul
4762,124,138,0,paul
4763,163,181,0,paul
4764,198,202,0,paul
4765,148,155,1,paul
4766,126,176,1,paul
4767,147,164,1,paul
4768,216,164,1,paul
4769,129,136,1,paul
477,123,172,0,paul
4770,124,214,0,paul
4771,170,171,0,paul
4772,124,213,0,paul
4773,189,198,0,paul
4774,128,144,0,paul
4775,125,183,1,paul
4776,208,199,0,paul
4777,154,183,0,paul
4778,153,158,1,paul
4779,154,217,0,paul
478,147,193,0,paul
4780,132,148,1,paul
4781,139,142,0,paul
4782,193,196,1,paul
4783,180,203,1,paul
4784,164,198,1,paul
4785,194,202,0,paul
4786,163,189,1,paul
4787,171,180,0,paul
4788,121,149,0,paul
4789,139,192,1,paul
479,132,214,0,paul
4790,125,186,0,paul
4791,130,154,1,paul
4792,180,185,1,paul
4793,142,190,1,paul
4794,154,190,1,paul
4795,157,176,1,paul
4796,124,203,0,paul
4797,131,216,0,paul
4798,173,208,1,paul
4799,150,213,1,paul
48,150,141,0,paul
480,152,185,1,paul
4800,210,218,0,paul
4801,218,142,0,paul
4802,154,199,0,paul
4803,195,187,0,paul
4804,171,220,0,paul
4805,126,201,1,paul
4806,196,203,0,paul
4807,135,174,0,paul
4808,122,173,1,paul
4809,190,204,0,paul
481,122,189,1,paul
4810,138,162,0,paul
4811,121,151,0,paul
4812,164,165,0,paul
4813,127,184,1,paul
4814,124,167,0,paul
4815,175,195,1,paul
4816,162,217,1,paul
4817,121,148,0,paul
4818,167,209,1,paul
4819,131,185,1,paul
482,172,176,1,paul
4820,204,127,0,paul
4821,211,170,1,paul
4822,124,149,0,paul
4823,133,144,0,paul
4824,196,167,0,paul
4825,165,123,1,paul
4826,165,167,1,paul
4827,129,189,1,paul
4828,159,204,1,paul
4829,133,160,1,paul
483,128,189,1,paul
4830,134,196,1,paul
4831,149,208,1,paul
4832,170,153,0,paul
4833,198,212,0,paul
4834,126,146,1,paul
4835,138,151,1,paul
4836,163,203,0,paul
4837,121,163,0,paul
4838,144,171,0,paul
4839,139,193,0,paul
484,157,170,1,paul
4840,184,198,1,paul
4841,129,200,0,paul
4842,157,213,1,paul
4843,184,216,0,paul
4844,199,212,1,paul
4845,145,197,1,paul
4846,147,201,1,paul
4847,154,179,1,paul
4848,131,188,1,paul
4849,175,220,0,paul
485,200,178,1,paul
4850,189,211,0,paul
4851,126,150,1,paul
4852,135,167,0,paul
4853,165,196,1,paul
4854,122,135,1,paul
4855,125,159,0,paul
4856,160,174,0,paul
4857,138,190,0,paul
4858,179,182,0,paul
4859,132,187,0,paul
486,187,216,1,paul
4860,172,205,1,paul
4861,209,147,0,paul
4862,154,165,0,paul
4863,150,199,0,paul
4864,168,218,0,paul
4865,196,180,0,paul
4866,199,210,1,paul
4867,129,184,1,paul
4868,170,172,0,paul
4869,143,179,1,paul
487,211,219,1,paul
4870,141,215,1,paul
4871,130,201,1,paul
4872,131,141,0,paul
4873,130,158,1,paul
4874,125,193,0,paul
4875,149,174,1,paul
4876,153,170,1,paul
4877,150,171,1,paul
4878,165,176,1,paul
4879,164,186,0,paul
488,154,155,1,paul
4880,122,198,1,paul
4881,148,196,1,paul
4882,208,168,0,paul
4883,177,204,1,paul
4884,162,196,1,paul
4885,207,165,0,paul
4886,127,149,0,paul
4887,133,171,0,paul
4888,173,213,1,paul
4889,131,135,1,paul
489,199,205,1,paul
4890,140,214,0,paul
4891,164,185,1,paul
4892,141,153,1,paul
4893,144,217,0,paul
4894,166,213,1,paul
4895,161,190,1,paul
4896,171,177,1,paul
4897,162,177,1,paul
4898,128,138,0,paul
4899,206,179,1,paul
49,188,209,0,paul
490,166,197,0,paul
4900,143,155,1,paul
4901,172,206,1,paul
4902,170,181,0,paul
4903,154,162,0,paul
4904,175,188,0,paul
4905,160,161,0,paul
4906,169,194,0,paul
4907,147,191,0,paul
4908,127,159,1,paul
4909,152,184,1,paul
491,155,164,1,paul
4910,195,207,0,paul
4911,143,145,1,paul
4912,216,161,1,paul
4913,136,180,0,paul
4914,169,197,1,paul
4915,217,132,0,paul
4916,186,204,1,paul
4917,213,155,1,paul
4918,140,131,1,paul
4919,165,220,1,paul
492,176,207,0,paul
4920,173,174,1,paul
4921,163,170,1,paul
4922,205,219,0,paul
4923,179,186,0,paul
4924,189,215,0,paul
4925,192,202,0,paul
4926,137,148,0,paul
4927,164,181,0,paul
4928,154,194,0,paul
4929,123,183,1,paul
493,129,193,0,paul
4930,139,172,0,paul
4931,161,214,0,paul
4932,131,203,0,paul
4933,190,215,0,paul
4934,185,199,0,paul
4935,183,186,0,paul
4936,174,175,1,paul
4937,157,211,0,paul
4938,176,185,1,paul
4939,124,206,0,paul
494,144,184,1,paul
4940,188,129,0,paul
4941,160,179,0,paul
4942,139,198,1,paul
4943,125,205,1,paul
4944,137,170,1,paul
4945,142,166,1,paul
4946,169,174,0,paul
4947,179,142,0,paul
4948,172,219,1,paul
4949,157,169,1,paul
495,126,141,0,paul
4950,163,183,1,paul
4951,138,216,0,paul
4952,188,125,0,paul
4953,156,217,1,paul
4954,140,179,1,paul
4955,149,179,1,paul
4956,147,214,0,paul
4957,149,187,1,paul
4958,167,211,0,paul
4959,161,174,0,paul
496,128,201,0,paul
4960,149,207,1,paul
4961,181,216,0,paul
4962,206,214,0,paul
4963,127,219,1,paul
4964,136,208,0,paul
4965,173,197,1,paul
4966,139,168,0,paul
4967,179,151,1,paul
4968,148,220,0,paul
4969,142,202,1,paul
497,137,140,0,paul
4970,152,154,1,paul
4971,124,137,0,paul
4972,124,131,0,paul
4973,153,195,1,paul
4974,155,200,0,paul
4975,135,220,0,paul
4976,155,191,0,paul
4977,153,154,1,paul
4978,122,137,0,paul
4979,154,188,1,paul
498,177,180,0,paul
4980,141,155,1,paul
4981,134,211,0,paul
4982,128,207,0,paul
4983,145,146,1,paul
4984,125,210,0,paul
4985,204,162,0,paul
4986,180,191,0,paul
4987,160,205,0,paul
4988,130,185,1,paul
4989,174,197,1,paul
499,147,133,1,paul
4990,154,201,0,paul
4991,139,170,0,paul
4992,161,162,0,paul
4993,133,181,0,paul
4994,207,209,1,paul
