Row Labels,img0,img1,rank0,rank1,rankDiff,jason,jim,karyn,kelly,maria,mike,mikeR,mikeS,nina,paul,pete,susan,testuser4,1s,`-1s,totalCount,agreementRatio
513,251,269,7,21,14,1,1,1,-1,1,1,1,1,1,1,1,1,1,12,1,13,0.92
514,254,277,5,29,24,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
515,258,259,3,18,15,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
516,252,262,10,13,3,1,1,1,1,1,1,1,-1,-1,1,1,1,1,11,2,13,0.85
517,266,271,31,12,19,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,2,11,13,0.85
518,257,263,16,14,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,2,11,13,0.85
519,255,256,27,26,1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,6,7,13,0.54
520,268,271,33,12,21,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,2,11,13,0.85
521,267,271,25,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
522,248,263,24,14,10,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,3,10,13,0.77
523,249,273,2,6,4,1,1,1,1,1,-1,-1,1,-1,1,1,-1,-1,8,5,13,0.62
524,247,253,20,34,14,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
525,246,257,9,16,7,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,10,3,13,0.77
526,258,278,3,4,1,1,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,8,5,13,0.62
527,271,260,12,28,16,1,1,-1,1,1,1,1,1,1,1,1,1,1,12,1,13,0.92
528,251,264,7,32,25,1,1,1,1,1,1,-1,1,1,1,1,1,1,12,1,13,0.92
529,246,261,9,8,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,7,6,13,0.54
530,263,267,14,25,11,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
531,263,264,14,32,18,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
532,265,279,22,19,3,-1,-1,1,,-1,1,-1,1,-1,1,-1,1,-1,5,7,12,0.58
533,278,253,4,34,30,1,1,1,,1,1,1,1,1,1,1,1,1,12,0,12,1.00
534,273,279,6,19,13,1,1,1,,-1,1,1,1,-1,1,1,1,-1,9,3,12,0.75
535,257,248,16,24,8,1,1,1,,1,1,-1,-1,1,1,-1,1,1,9,3,12,0.75
536,265,248,22,24,2,1,-1,1,,-1,1,-1,-1,-1,1,-1,1,1,6,6,12,0.50
537,261,264,8,32,24,1,1,1,,1,1,1,1,1,1,1,1,1,12,0,12,1.00
538,249,262,2,13,11,1,1,1,,1,1,1,1,-1,1,-1,1,1,10,2,12,0.83
539,255,279,27,19,8,1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,1,-1,2,10,12,0.83
540,253,277,34,29,5,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,1.00
541,253,275,34,30,4,-1,-1,1,,-1,-1,-1,-1,-1,1,1,-1,-1,3,9,12,0.75
542,263,276,14,15,1,1,1,1,,-1,-1,1,1,1,1,1,1,1,10,2,12,0.83
543,256,270,26,23,3,1,1,-1,,-1,-1,1,1,-1,1,-1,-1,-1,5,7,12,0.58
544,266,267,31,25,6,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,-1,1,2,10,12,0.83
545,254,261,5,8,3,1,-1,-1,,-1,1,1,1,1,1,-1,1,-1,7,5,12,0.58
546,270,272,23,17,6,-1,-1,1,,-1,-1,-1,-1,-1,-1,1,1,-1,3,9,12,0.75
547,265,248,22,24,2,-1,-1,1,,1,1,-1,-1,1,1,-1,1,1,7,5,12,0.58
548,271,246,12,9,3,1,1,-1,,-1,-1,1,-1,-1,1,-1,-1,-1,4,8,12,0.67
549,250,258,1,3,2,-1,-1,-1,,-1,1,1,1,1,-1,1,1,-1,6,6,12,0.50
550,249,277,2,29,27,1,1,1,,1,1,1,1,1,1,1,1,1,12,0,12,1.00
551,259,260,18,28,10,1,1,-1,,1,1,1,1,-1,1,1,1,1,10,2,12,0.83
552,272,278,17,4,13,-1,1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,11,12,0.92
553,257,258,16,3,13,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,-1,1,2,10,12,0.83
554,250,269,1,21,20,1,1,1,,1,1,1,1,1,1,1,1,1,12,0,12,1.00
555,256,262,26,13,13,-1,-1,-1,,-1,-1,1,-1,-1,-1,-1,-1,1,2,10,12,0.83
556,268,269,33,21,12,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,-1,1,2,10,12,0.83
557,258,279,3,19,16,1,1,1,,-1,1,1,1,1,1,1,1,-1,10,2,12,0.83
558,252,261,10,8,2,-1,-1,-1,,1,-1,1,-1,1,1,1,-1,-1,5,7,12,0.58
559,250,265,1,22,21,1,1,1,,1,1,1,1,1,1,1,1,1,12,0,12,1.00
560,263,256,14,26,12,1,1,1,,1,1,1,1,1,1,1,1,1,12,0,12,1.00
561,261,273,8,6,2,1,1,1,,1,-1,-1,-1,-1,1,1,-1,1,7,5,12,0.58
562,265,255,22,27,5,-1,-1,1,,1,1,1,-1,1,1,1,1,-1,8,4,12,0.67
563,268,270,33,23,10,-1,-1,-1,,-1,-1,-1,1,-1,-1,-1,-1,1,2,10,12,0.83
564,263,265,14,22,8,1,1,1,,-1,1,1,1,1,1,1,1,1,11,1,12,0.92
565,269,278,21,4,17,-1,-1,-1,,-1,-1,1,-1,-1,-1,-1,-1,-1,1,11,12,0.92
566,261,270,8,23,15,1,1,1,,1,1,1,1,1,1,1,1,1,12,0,12,1.00
567,264,267,32,25,7,-1,-1,-1,,1,-1,-1,-1,1,1,-1,-1,-1,3,9,12,0.75
568,246,252,9,10,1,-1,-1,1,,-1,1,1,1,1,1,1,1,-1,8,4,12,0.67
569,252,258,10,3,7,-1,-1,-1,,1,-1,-1,1,-1,-1,-1,-1,1,3,9,12,0.75
570,253,270,34,23,11,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,1.00
571,247,248,20,24,4,-1,-1,1,,-1,-1,1,-1,1,1,-1,-1,1,5,7,12,0.58
572,259,267,18,25,7,1,1,1,,1,1,1,-1,-1,1,1,1,1,10,2,12,0.83
573,267,274,25,11,14,-1,-1,-1,,-1,-1,-1,-1,1,-1,-1,-1,-1,1,11,12,0.92
574,274,277,11,29,18,-1,1,1,,1,1,1,1,1,1,1,1,1,11,1,12,0.92
575,251,254,7,5,2,-1,1,-1,,1,-1,1,-1,1,1,1,-1,1,7,5,12,0.58
576,275,249,30,2,28,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,1.00
577,257,262,16,13,3,-1,-1,1,,1,-1,1,-1,-1,-1,-1,-1,1,4,8,12,0.67
578,251,271,7,12,5,1,-1,1,,1,1,1,1,1,1,1,1,1,11,1,12,0.92
579,252,259,10,18,8,1,1,1,,1,1,1,1,1,1,1,1,1,12,0,12,1.00
580,251,259,7,18,11,1,1,1,,1,1,1,1,1,1,1,1,1,12,0,12,1.00
581,266,274,31,11,20,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,-1,1,2,10,12,0.83
582,259,268,18,33,15,1,1,1,,-1,1,1,1,1,1,1,1,-1,10,2,12,0.83
583,247,277,20,29,9,-1,1,-1,,1,-1,1,-1,1,1,-1,-1,1,6,6,12,0.50
584,246,266,9,31,22,1,1,1,,-1,1,1,1,1,1,1,1,-1,10,2,12,0.83
585,264,273,32,6,26,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,1.00
586,262,264,13,32,19,1,1,1,,1,1,1,1,1,1,1,1,1,12,0,12,1.00
587,253,278,34,4,30,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,1.00
588,263,271,14,12,2,1,1,1,,1,1,1,-1,1,-1,-1,1,-1,8,4,12,0.67
589,246,274,9,11,2,-1,-1,1,,-1,1,1,1,1,1,1,1,-1,8,4,12,0.67
590,262,266,13,31,18,-1,1,1,,-1,1,1,1,1,1,1,1,-1,9,3,12,0.75
591,247,265,20,22,2,-1,1,-1,,-1,-1,1,-1,1,1,-1,-1,1,5,7,12,0.58
592,253,261,34,8,26,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,1,1,11,12,0.92
593,251,273,7,6,1,-1,-1,1,,1,-1,-1,1,1,1,1,-1,1,7,5,12,0.58
594,257,271,16,12,4,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,-1,1,2,10,12,0.83
595,249,276,2,15,13,1,1,1,,1,1,-1,1,1,1,1,1,1,11,1,12,0.92
596,252,270,10,23,13,1,1,1,,1,1,1,1,1,1,1,1,1,12,0,12,1.00
597,267,275,25,30,5,1,1,1,,-1,1,1,1,1,1,1,1,-1,10,2,12,0.83
598,276,279,15,19,4,1,1,1,,-1,1,1,1,-1,1,-1,1,-1,8,4,12,0.67
599,255,269,27,21,6,1,-1,-1,,1,1,-1,-1,-1,-1,-1,1,1,5,7,12,0.58
600,274,252,11,10,1,1,1,-1,,1,1,1,1,1,1,1,1,-1,10,2,12,0.83
601,279,272,19,17,2,-1,1,1,,1,-1,1,-1,1,1,1,-1,1,8,4,12,0.67
602,247,269,20,21,1,-1,1,-1,,1,-1,-1,-1,1,1,-1,-1,1,5,7,12,0.58
603,271,276,12,15,3,-1,1,-1,,1,-1,1,1,1,1,1,-1,-1,7,5,12,0.58
604,258,269,3,21,18,1,1,1,,-1,1,1,1,1,1,1,1,1,11,1,12,0.92
605,248,267,24,25,1,1,1,-1,,1,-1,1,1,1,1,1,1,1,10,2,12,0.83
606,262,256,13,26,13,-1,1,1,,1,1,1,1,1,1,1,1,1,11,1,12,0.92
607,247,279,20,19,1,-1,-1,-1,,-1,1,1,1,-1,1,-1,1,-1,5,7,12,0.58
608,262,272,13,17,4,1,-1,-1,,1,1,1,1,1,1,1,1,-1,9,3,12,0.75
609,250,266,1,31,30,1,1,1,,-1,1,1,1,1,1,1,1,-1,10,2,12,0.83
610,255,258,27,3,24,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,1.00
611,259,270,18,23,5,1,1,1,,-1,1,1,1,1,1,-1,-1,-1,8,4,12,0.67
612,264,270,32,23,9,-1,-1,-1,,1,1,-1,1,-1,-1,-1,-1,-1,3,9,12,0.75
613,260,266,28,31,3,1,1,1,,-1,1,1,1,-1,1,1,1,-1,9,3,12,0.75
614,279,276,19,15,4,-1,1,-1,,1,-1,-1,-1,1,-1,-1,-1,1,4,8,12,0.67
615,246,272,9,17,8,1,1,1,,1,1,-1,1,1,1,1,1,1,11,1,12,0.92
616,272,274,17,11,6,-1,-1,-1,,-1,-1,-1,-1,-1,1,-1,-1,-1,1,11,12,0.92
617,252,254,10,5,5,-1,1,-1,,1,-1,1,-1,-1,-1,-1,-1,-1,3,9,12,0.75
618,260,248,28,24,4,-1,-1,1,,-1,1,-1,-1,-1,1,-1,1,-1,4,8,12,0.67
619,251,255,7,27,20,1,1,1,,1,1,1,1,1,1,1,1,1,12,0,12,1.00
620,254,270,5,23,18,1,1,1,,1,1,1,1,1,1,1,1,1,12,0,12,1.00
621,246,256,9,26,17,1,1,1,,1,1,-1,1,1,1,1,1,1,11,1,12,0.92
622,261,263,8,14,6,-1,1,1,,1,-1,-1,1,1,-1,1,-1,1,7,5,12,0.58
623,262,257,13,16,3,1,1,-1,,-1,1,1,1,1,1,1,-1,-1,8,4,12,0.67
624,249,251,2,7,5,1,1,1,,1,-1,-1,1,-1,-1,-1,-1,-1,5,7,12,0.58
625,254,263,5,14,9,1,1,-1,,1,1,-1,1,1,1,1,-1,1,9,3,12,0.75
626,253,248,34,24,10,-1,-1,1,,-1,-1,1,-1,-1,-1,-1,-1,-1,2,10,12,0.83
627,269,262,21,13,8,-1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,10,12,0.83
628,256,272,26,17,9,-1,-1,-1,,-1,-1,1,-1,-1,-1,-1,-1,-1,1,11,12,0.92
629,251,275,7,30,23,1,1,1,,-1,1,1,1,1,1,1,1,1,11,1,12,0.92
630,269,253,21,34,13,1,-1,1,,1,1,1,1,1,1,1,1,1,11,1,12,0.92
631,273,274,6,11,5,1,-1,1,,-1,1,1,1,1,1,1,1,1,10,2,12,0.83
632,250,271,1,12,11,1,-1,1,,1,1,1,1,1,1,1,1,1,11,1,12,0.92
633,276,251,15,7,8,1,-1,-1,,1,-1,1,-1,-1,-1,-1,-1,-1,3,9,12,0.75
634,265,270,22,23,1,-1,-1,-1,,-1,1,-1,1,1,1,-1,-1,1,5,7,12,0.58
635,248,254,24,5,19,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,1.00
636,248,271,24,12,12,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,1.00
637,273,249,6,2,4,-1,-1,-1,,-1,1,-1,1,-1,-1,-1,1,1,4,8,12,0.67
638,268,279,33,19,14,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,1.00
639,247,260,20,28,8,1,1,-1,,1,-1,1,1,1,1,1,-1,1,9,3,12,0.75
640,261,250,8,1,7,-1,1,-1,,1,-1,-1,-1,-1,-1,-1,-1,1,3,9,12,0.75
641,250,257,1,16,15,1,1,1,,-1,1,1,1,1,1,1,1,1,11,1,12,0.92
642,249,254,2,5,3,-1,1,1,,1,-1,-1,-1,-1,-1,-1,-1,1,4,8,12,0.67
643,257,276,16,15,1,-1,1,-1,,1,-1,-1,-1,1,-1,-1,1,1,5,7,12,0.58
644,262,263,13,14,1,-1,-1,-1,,1,-1,-1,1,1,1,1,-1,1,6,6,12,0.50
645,262,277,13,29,16,1,1,1,,1,1,1,1,1,1,1,1,1,12,0,12,1.00
646,268,278,33,4,29,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,1.00
647,269,279,21,19,2,-1,-1,1,,-1,1,1,1,-1,1,1,-1,-1,6,6,12,0.50
648,252,253,10,34,24,1,1,1,,1,1,1,1,1,1,1,1,1,12,0,12,1.00
649,248,279,24,19,5,1,-1,-1,,-1,-1,1,1,-1,-1,1,1,-1,5,7,12,0.58
650,263,275,14,30,16,1,1,1,,-1,1,1,1,1,1,1,1,1,11,1,12,0.92
651,255,272,27,17,10,1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,10,12,0.83
652,253,260,34,28,6,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,-1,1,2,10,12,0.83
653,254,276,5,15,10,-1,1,1,,1,1,-1,1,1,1,1,1,1,10,2,12,0.83
654,252,263,10,14,4,-1,1,1,,1,1,1,1,1,-1,1,-1,1,9,3,12,0.75
655,260,254,28,5,23,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,1.00
656,265,257,22,16,6,-1,-1,1,,-1,1,-1,-1,-1,1,1,1,-1,5,7,12,0.58
657,247,252,20,10,10,-1,-1,-1,,-1,-1,-1,-1,1,-1,-1,-1,-1,1,11,12,0.92
658,247,256,20,26,6,-1,1,-1,,-1,1,1,-1,1,1,1,1,1,8,4,12,0.67
659,270,276,23,15,8,-1,-1,1,,1,-1,-1,-1,1,-1,-1,-1,-1,3,9,12,0.75
660,266,277,31,29,2,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,-1,1,2,10,12,0.83
661,250,254,1,5,4,-1,-1,1,,1,1,1,1,1,1,1,1,1,10,2,12,0.83
662,247,272,20,17,3,-1,-1,-1,,1,-1,-1,-1,1,1,1,-1,-1,4,8,12,0.67
663,260,277,28,29,1,-1,-1,1,,1,1,-1,-1,-1,-1,1,1,-1,5,7,12,0.58
664,270,251,23,7,16,-1,-1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,11,12,0.92
665,250,274,1,11,10,1,-1,1,,-1,1,-1,1,1,1,1,1,-1,8,4,12,0.67
666,253,273,34,6,28,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,1.00
667,267,277,25,29,4,-1,-1,1,,1,1,1,1,1,1,1,1,-1,9,3,12,0.75
668,263,268,14,33,19,1,1,1,,-1,1,1,1,1,1,1,1,1,11,1,12,0.92
669,256,269,26,21,5,1,-1,-1,,1,-1,-1,1,-1,1,-1,-1,1,5,7,12,0.58
670,249,274,2,11,9,1,1,1,,1,-1,1,1,1,1,1,-1,1,10,2,12,0.83
671,270,263,23,14,9,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,-1,1,2,10,12,0.83
672,257,272,16,17,1,-1,1,1,,1,-1,-1,-1,1,1,-1,1,1,7,5,12,0.58
673,246,275,9,30,21,1,1,1,,-1,1,1,1,1,1,1,1,1,11,1,12,0.92
Grand Total,#N/A,#N/A,#N/A,#N/A,#N/A,0.011869436,0.035608309,0.086053412,0.04950495,0.047477745,0.06231454,0.070044709,0.083086053,0.12462908,0.163204748,0.080118694,0.097922849,0.03264095,0,0,13,0.00
